CHECK_A,DURATION,C_HIST,PURPOSE,AMOUNT,SAVE_A,EMPLOY,INSTALL_R,PERSONAL,GUARANTEE,RESIDENCE,PROPERTY,AGE,INSTALL_P,HOUSING,N_EXIST,JOB,N_PEOPLE,TEL,FOREIGN,CREDIT
LT_0DM,48,existing_paid,dom_app,3051,lt_100DM,1to4YR,3,MALE_SINGLE,none,4,vehicle,54,none,own,1,skilled_office,1,none,yes,1
LT_0DM,48,existing_paid,car_new,3931,lt_100DM,4to7YR,4,MALE_SINGLE,none,4,no_property,46,none,for_free,1,skilled_office,2,none,yes,1
0to200DM,36,delay_in_past,car_new,7432,lt_100DM,1to4YR,2,FEMALE_DIVORCED,none,2,savings,54,none,rent,1,skilled_office,1,none,yes,0
NO_CHECK_A,6,existing_paid,dom_app,1338,500_1000DM,1to4YR,1,MALE_DIVORCED,none,4,real_estate,62,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,6,critical_acc,radio_tv,1554,lt_100DM,4to7YR,1,FEMALE_DIVORCED,none,2,vehicle,24,none,rent,2,skilled_office,1,yes,yes,0
LT_0DM,36,existing_paid,car_used0,15857,lt_100DM,unemployed,2,MALE_DIVORCED,co-applicant,3,vehicle,43,none,own,1,mgmt_selfemp,1,none,yes,0
LT_0DM,18,existing_paid,radio_tv,1345,lt_100DM,1to4YR,4,MALE_MARRIED,none,3,real_estate,26,bank,own,1,skilled_office,1,none,yes,1
NO_CHECK_A,12,existing_paid,car_new,1101,lt_100DM,1to4YR,3,MALE_MARRIED,none,2,real_estate,27,none,own,2,skilled_office,1,yes,yes,0
GT_200DM,12,existing_paid,radio_tv,3016,lt_100DM,1to4YR,3,MALE_MARRIED,none,1,vehicle,24,none,own,1,skilled_office,1,none,yes,0
LT_0DM,36,existing_paid,furn_equip,2712,lt_100DM,GT_7YR,2,MALE_SINGLE,none,2,savings,41,bank,own,1,skilled_office,2,none,yes,1
LT_0DM,8,critical_acc,car_new,731,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,real_estate,47,none,own,2,unskilled_res,1,none,yes,0
NO_CHECK_A,18,critical_acc,furn_equip,3780,lt_100DM,LT_1YR,3,MALE_DIVORCED,none,2,vehicle,35,none,own,2,mgmt_selfemp,1,yes,yes,0
LT_0DM,21,critical_acc,car_new,1602,lt_100DM,GT_7YR,4,MALE_MARRIED,none,3,vehicle,30,none,own,2,skilled_office,1,yes,yes,0
LT_0DM,18,critical_acc,car_new,3966,lt_100DM,GT_7YR,1,FEMALE_DIVORCED,none,4,real_estate,33,bank,rent,3,skilled_office,1,yes,yes,1
NO_CHECK_A,18,no_credit,business,4165,lt_100DM,1to4YR,2,MALE_SINGLE,none,2,vehicle,36,stores,own,2,skilled_office,2,none,yes,1
LT_0DM,36,existing_paid,car_used,8335,NO_SAVINGS_ACC,GT_7YR,3,MALE_SINGLE,none,4,no_property,47,none,for_free,1,skilled_office,1,none,yes,1
0to200DM,48,delay_in_past,business,6681,NO_SAVINGS_ACC,1to4YR,4,MALE_SINGLE,none,4,no_property,38,none,for_free,1,skilled_office,2,yes,yes,0
NO_CHECK_A,24,delay_in_past,business,2375,500_1000DM,1to4YR,4,MALE_SINGLE,none,2,vehicle,44,none,own,2,skilled_office,2,yes,yes,0
LT_0DM,18,existing_paid,car_new,1216,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,3,vehicle,23,none,rent,1,skilled_office,1,yes,yes,1
LT_0DM,45,no_credit,business,11816,lt_100DM,GT_7YR,2,MALE_SINGLE,none,4,vehicle,29,none,rent,2,skilled_office,1,none,yes,1
0to200DM,24,existing_paid,radio_tv,5084,NO_SAVINGS_ACC,GT_7YR,2,FEMALE_DIVORCED,none,4,vehicle,42,none,own,1,skilled_office,1,yes,yes,0
GT_200DM,15,existing_paid,radio_tv,2327,lt_100DM,LT_1YR,2,FEMALE_DIVORCED,none,3,real_estate,25,none,own,1,unskilled_res,1,none,yes,1
LT_0DM,12,no_credit,car_new,1082,lt_100DM,1to4YR,4,MALE_SINGLE,none,4,vehicle,48,bank,own,2,skilled_office,1,none,yes,1
NO_CHECK_A,12,existing_paid,radio_tv,886,NO_SAVINGS_ACC,1to4YR,4,FEMALE_DIVORCED,none,2,vehicle,21,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,4,existing_paid,furn_equip,601,lt_100DM,LT_1YR,1,FEMALE_DIVORCED,none,3,real_estate,23,none,rent,1,unskilled_res,2,none,yes,0
LT_0DM,24,critical_acc,car_used,2957,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,savings,63,none,own,2,skilled_office,1,yes,yes,0
NO_CHECK_A,24,critical_acc,radio_tv,2611,lt_100DM,GT_7YR,4,MALE_MARRIED,co-applicant,3,real_estate,46,none,own,2,skilled_office,1,none,yes,0
LT_0DM,36,existing_paid,furn_equip,5179,lt_100DM,4to7YR,4,MALE_SINGLE,none,2,savings,29,none,own,1,skilled_office,1,none,yes,1
NO_CHECK_A,21,delay_in_past,car_used,2993,lt_100DM,1to4YR,3,MALE_SINGLE,none,2,real_estate,28,stores,own,2,unskilled_res,1,none,yes,0
NO_CHECK_A,18,existing_paid,repairs,1943,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,4,real_estate,23,none,own,1,skilled_office,1,none,yes,1
NO_CHECK_A,24,credit_thisbank_paid,business,1559,lt_100DM,4to7YR,4,MALE_SINGLE,none,4,vehicle,50,bank,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,18,existing_paid,furn_equip,3422,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,savings,47,bank,own,3,skilled_office,2,yes,yes,0
0to200DM,21,existing_paid,furn_equip,3976,NO_SAVINGS_ACC,4to7YR,2,MALE_SINGLE,none,3,vehicle,35,none,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,18,existing_paid,car_new,6761,NO_SAVINGS_ACC,1to4YR,2,MALE_SINGLE,none,4,vehicle,68,none,rent,2,skilled_office,1,none,yes,1
NO_CHECK_A,24,existing_paid,car_new,1249,lt_100DM,LT_1YR,4,MALE_MARRIED,none,2,real_estate,28,none,own,1,skilled_office,1,none,yes,0
LT_0DM,9,existing_paid,radio_tv,1364,lt_100DM,4to7YR,3,MALE_SINGLE,none,4,real_estate,59,none,own,1,skilled_office,1,none,yes,0
LT_0DM,12,existing_paid,radio_tv,709,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,real_estate,57,stores,own,1,unskilled_res,1,none,yes,1
LT_0DM,20,critical_acc,car_new,2235,lt_100DM,1to4YR,4,MALE_MARRIED,guarantor,2,savings,33,bank,rent,2,skilled_office,1,none,no,1
NO_CHECK_A,24,critical_acc,car_used,4042,NO_SAVINGS_ACC,4to7YR,3,MALE_SINGLE,none,4,savings,43,none,own,2,skilled_office,1,yes,yes,0
NO_CHECK_A,15,critical_acc,radio_tv,1471,lt_100DM,1to4YR,4,MALE_SINGLE,none,4,no_property,35,none,for_free,2,skilled_office,1,yes,yes,0
LT_0DM,18,credit_thisbank_paid,car_new,1442,lt_100DM,4to7YR,4,MALE_SINGLE,none,4,no_property,32,none,for_free,2,unskilled_res,2,none,yes,1
NO_CHECK_A,36,delay_in_past,car_new,10875,lt_100DM,GT_7YR,2,MALE_SINGLE,none,2,vehicle,45,none,own,2,skilled_office,2,yes,yes,0
NO_CHECK_A,24,existing_paid,car_new,1474,100_500DM,LT_1YR,4,MALE_MARRIED,none,3,real_estate,33,none,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,10,existing_paid,retrain,894,NO_SAVINGS_ACC,4to7YR,4,FEMALE_DIVORCED,none,3,savings,40,none,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,15,critical_acc,furn_equip,3343,lt_100DM,1to4YR,4,MALE_SINGLE,none,2,no_property,28,none,for_free,1,skilled_office,1,yes,yes,0
LT_0DM,15,existing_paid,car_new,3959,lt_100DM,1to4YR,3,FEMALE_DIVORCED,none,2,savings,29,none,own,1,skilled_office,1,yes,yes,1
NO_CHECK_A,9,existing_paid,car_new,3577,100_500DM,1to4YR,1,MALE_SINGLE,guarantor,2,real_estate,26,none,rent,1,skilled_office,2,none,no,0
NO_CHECK_A,24,critical_acc,car_used,5804,GT_1000DM,1to4YR,4,MALE_SINGLE,none,2,real_estate,27,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,18,delay_in_past,business,2169,lt_100DM,1to4YR,4,MALE_MARRIED,none,2,vehicle,28,none,own,1,skilled_office,1,yes,yes,1
LT_0DM,24,existing_paid,radio_tv,2439,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,4,real_estate,35,none,own,1,skilled_office,1,yes,yes,1
NO_CHECK_A,27,critical_acc,furn_equip,4526,GT_1000DM,LT_1YR,4,MALE_SINGLE,none,2,real_estate,32,stores,own,2,unskilled_res,2,yes,yes,0
NO_CHECK_A,10,existing_paid,furn_equip,2210,lt_100DM,1to4YR,2,MALE_SINGLE,none,2,real_estate,25,bank,rent,1,unskilled_res,1,none,yes,1
NO_CHECK_A,15,existing_paid,furn_equip,2221,500_1000DM,1to4YR,2,FEMALE_DIVORCED,none,4,vehicle,20,none,rent,1,skilled_office,1,none,yes,0
LT_0DM,18,existing_paid,radio_tv,2389,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,1,vehicle,27,stores,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,12,critical_acc,furn_equip,3331,lt_100DM,GT_7YR,2,MALE_SINGLE,none,4,savings,42,stores,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,36,existing_paid,business,7409,NO_SAVINGS_ACC,GT_7YR,3,MALE_SINGLE,none,2,savings,37,none,own,2,skilled_office,1,none,yes,0
LT_0DM,12,existing_paid,furn_equip,652,lt_100DM,GT_7YR,4,FEMALE_DIVORCED,none,4,savings,24,none,rent,1,skilled_office,1,none,yes,0
NO_CHECK_A,36,delay_in_past,furn_equip,7678,500_1000DM,4to7YR,2,FEMALE_DIVORCED,none,4,vehicle,40,none,own,2,skilled_office,1,yes,yes,0
GT_200DM,6,critical_acc,car_new,1343,lt_100DM,GT_7YR,1,MALE_SINGLE,none,4,real_estate,46,none,own,2,skilled_office,2,none,no,0
LT_0DM,24,critical_acc,business,1382,100_500DM,4to7YR,4,MALE_SINGLE,none,1,real_estate,26,none,own,2,skilled_office,1,yes,yes,0
NO_CHECK_A,15,existing_paid,dom_app,874,NO_SAVINGS_ACC,LT_1YR,4,FEMALE_DIVORCED,none,1,real_estate,24,none,own,1,skilled_office,1,none,yes,0
LT_0DM,12,existing_paid,furn_equip,3590,lt_100DM,1to4YR,2,MALE_SINGLE,co-applicant,2,savings,29,none,own,1,unskilled_res,2,none,yes,0
0to200DM,11,critical_acc,car_new,1322,GT_1000DM,1to4YR,4,FEMALE_DIVORCED,none,4,vehicle,40,none,own,2,skilled_office,1,none,yes,0
LT_0DM,18,credit_thisbank_paid,radio_tv,1940,lt_100DM,LT_1YR,3,MALE_SINGLE,co-applicant,4,no_property,36,bank,for_free,1,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,36,existing_paid,radio_tv,3595,lt_100DM,GT_7YR,4,MALE_SINGLE,none,2,vehicle,28,none,own,1,skilled_office,1,none,yes,0
LT_0DM,9,existing_paid,car_new,1422,lt_100DM,LT_1YR,3,MALE_SINGLE,none,2,no_property,27,none,for_free,1,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,30,critical_acc,radio_tv,6742,NO_SAVINGS_ACC,4to7YR,2,MALE_SINGLE,none,3,savings,36,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,24,existing_paid,car_used,7814,lt_100DM,4to7YR,3,MALE_SINGLE,none,3,vehicle,38,none,own,1,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,24,existing_paid,car_used,9277,NO_SAVINGS_ACC,1to4YR,2,MALE_DIVORCED,none,4,no_property,48,none,for_free,1,skilled_office,1,yes,yes,0
0to200DM,30,critical_acc,car_new,2181,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,real_estate,36,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,18,critical_acc,radio_tv,1098,lt_100DM,unemployed,4,FEMALE_DIVORCED,none,4,vehicle,65,none,own,2,unskilled_non_res,1,none,yes,0
0to200DM,24,existing_paid,furn_equip,4057,lt_100DM,4to7YR,3,MALE_DIVORCED,none,3,vehicle,43,none,own,1,skilled_office,1,yes,yes,1
LT_0DM,12,existing_paid,education,795,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,4,savings,53,none,own,1,skilled_office,1,none,yes,1
0to200DM,24,critical_acc,business,2825,NO_SAVINGS_ACC,4to7YR,4,MALE_SINGLE,none,3,no_property,34,none,own,2,skilled_office,2,yes,yes,0
0to200DM,48,existing_paid,business,15672,lt_100DM,1to4YR,2,MALE_SINGLE,none,2,vehicle,23,none,own,1,skilled_office,1,yes,yes,1
NO_CHECK_A,36,critical_acc,car_new,6614,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,34,none,own,2,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,28,credit_thisbank_paid,car_used,7824,NO_SAVINGS_ACC,LT_1YR,3,MALE_SINGLE,guarantor,4,real_estate,40,bank,rent,2,skilled_office,2,yes,yes,0
LT_0DM,27,critical_acc,business,2442,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,43,stores,own,4,mgmt_selfemp,2,yes,yes,0
NO_CHECK_A,15,critical_acc,radio_tv,1829,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,46,none,own,2,skilled_office,1,yes,yes,0
LT_0DM,12,critical_acc,car_new,2171,lt_100DM,1to4YR,4,MALE_SINGLE,none,4,savings,38,bank,own,2,unskilled_res,1,none,no,0
0to200DM,36,critical_acc,car_used,5800,lt_100DM,1to4YR,3,MALE_SINGLE,none,4,vehicle,34,none,own,2,skilled_office,1,yes,yes,0
NO_CHECK_A,18,critical_acc,radio_tv,1169,NO_SAVINGS_ACC,1to4YR,4,MALE_SINGLE,none,3,savings,29,none,own,2,skilled_office,1,yes,yes,0
NO_CHECK_A,36,delay_in_past,car_used,8947,NO_SAVINGS_ACC,4to7YR,3,MALE_SINGLE,none,2,vehicle,31,stores,own,1,mgmt_selfemp,2,yes,yes,0
LT_0DM,21,existing_paid,radio_tv,2606,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,4,savings,28,none,rent,1,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,12,critical_acc,furn_equip,1592,GT_1000DM,4to7YR,3,FEMALE_DIVORCED,none,2,savings,35,none,own,1,skilled_office,1,none,no,0
NO_CHECK_A,15,existing_paid,furn_equip,2186,NO_SAVINGS_ACC,4to7YR,1,FEMALE_DIVORCED,none,4,real_estate,33,bank,rent,1,unskilled_res,1,none,yes,0
LT_0DM,18,existing_paid,furn_equip,4153,lt_100DM,1to4YR,2,MALE_SINGLE,co-applicant,3,vehicle,42,none,own,1,skilled_office,1,none,yes,1
LT_0DM,16,critical_acc,car_new,2625,lt_100DM,GT_7YR,2,MALE_SINGLE,guarantor,4,savings,43,bank,rent,1,skilled_office,1,yes,yes,1
NO_CHECK_A,20,critical_acc,car_new,3485,NO_SAVINGS_ACC,LT_1YR,2,MALE_DIVORCED,none,4,real_estate,44,none,own,2,skilled_office,1,yes,yes,0
NO_CHECK_A,36,critical_acc,car_used,10477,NO_SAVINGS_ACC,GT_7YR,2,MALE_SINGLE,none,4,no_property,42,none,for_free,2,skilled_office,1,none,yes,0
NO_CHECK_A,15,existing_paid,radio_tv,1386,NO_SAVINGS_ACC,1to4YR,4,MALE_MARRIED,none,2,real_estate,40,none,rent,1,skilled_office,1,yes,yes,0
NO_CHECK_A,24,existing_paid,radio_tv,1278,lt_100DM,GT_7YR,4,MALE_SINGLE,none,1,real_estate,36,none,own,1,mgmt_selfemp,1,yes,yes,0
LT_0DM,12,existing_paid,radio_tv,1107,lt_100DM,1to4YR,2,MALE_SINGLE,none,2,real_estate,20,none,rent,1,mgmt_selfemp,2,yes,yes,0
LT_0DM,21,existing_paid,car_new,3763,NO_SAVINGS_ACC,4to7YR,2,MALE_SINGLE,co-applicant,2,real_estate,24,none,own,1,unskilled_res,1,none,no,0
0to200DM,36,existing_paid,education,3711,NO_SAVINGS_ACC,1to4YR,2,MALE_MARRIED,none,2,vehicle,27,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,15,delay_in_past,car_used,3594,lt_100DM,LT_1YR,1,FEMALE_DIVORCED,none,2,savings,46,none,own,2,unskilled_res,1,none,yes,0
0to200DM,9,existing_paid,car_new,3195,NO_SAVINGS_ACC,1to4YR,1,FEMALE_DIVORCED,none,2,real_estate,33,none,own,1,unskilled_res,1,none,yes,0
NO_CHECK_A,36,delay_in_past,radio_tv,4454,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,4,real_estate,34,none,own,2,skilled_office,1,none,yes,0
0to200DM,24,critical_acc,furn_equip,4736,lt_100DM,LT_1YR,2,FEMALE_DIVORCED,none,4,vehicle,25,bank,own,1,unskilled_res,1,none,yes,1
0to200DM,30,existing_paid,radio_tv,2991,NO_SAVINGS_ACC,GT_7YR,2,FEMALE_DIVORCED,none,4,vehicle,25,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,11,existing_paid,business,2142,GT_1000DM,GT_7YR,1,MALE_DIVORCED,none,2,real_estate,28,none,own,1,skilled_office,1,yes,yes,0
LT_0DM,24,credit_thisbank_paid,business,3161,lt_100DM,1to4YR,4,MALE_SINGLE,none,2,savings,31,none,rent,1,skilled_office,1,yes,yes,1
0to200DM,48,no_credit,car_used0,18424,lt_100DM,1to4YR,1,FEMALE_DIVORCED,none,2,savings,32,bank,own,1,mgmt_selfemp,1,yes,no,1
NO_CHECK_A,10,existing_paid,car_used,2848,100_500DM,1to4YR,1,MALE_SINGLE,co-applicant,2,real_estate,32,none,own,1,skilled_office,2,none,yes,0
LT_0DM,6,existing_paid,car_new,14896,lt_100DM,GT_7YR,1,MALE_SINGLE,none,4,no_property,68,bank,own,1,mgmt_selfemp,1,yes,yes,1
LT_0DM,24,existing_paid,furn_equip,2359,100_500DM,unemployed,1,MALE_DIVORCED,none,1,savings,33,none,own,1,skilled_office,1,none,yes,1
LT_0DM,24,existing_paid,furn_equip,3345,lt_100DM,GT_7YR,4,MALE_SINGLE,none,2,savings,39,none,rent,1,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,18,critical_acc,furn_equip,1817,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,2,no_property,28,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,48,delay_in_past,radio_tv,12749,500_1000DM,4to7YR,4,MALE_SINGLE,none,1,vehicle,37,none,own,1,mgmt_selfemp,1,yes,yes,0
LT_0DM,9,existing_paid,radio_tv,1366,lt_100DM,LT_1YR,3,FEMALE_DIVORCED,none,4,savings,22,none,rent,1,skilled_office,1,none,yes,1
0to200DM,12,existing_paid,car_new,2002,lt_100DM,4to7YR,3,MALE_SINGLE,none,4,savings,30,none,rent,1,skilled_office,2,yes,yes,0
LT_0DM,24,credit_thisbank_paid,furn_equip,6872,lt_100DM,LT_1YR,2,MALE_DIVORCED,none,1,savings,55,bank,own,1,skilled_office,1,yes,yes,1
LT_0DM,12,credit_thisbank_paid,car_new,697,lt_100DM,LT_1YR,4,MALE_SINGLE,none,2,vehicle,46,bank,own,2,skilled_office,1,yes,yes,1
LT_0DM,18,critical_acc,furn_equip,1049,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,4,savings,21,none,rent,1,skilled_office,1,none,yes,0
LT_0DM,48,existing_paid,car_used,10297,lt_100DM,4to7YR,4,MALE_SINGLE,none,4,no_property,39,stores,for_free,3,skilled_office,2,yes,yes,1
NO_CHECK_A,30,existing_paid,radio_tv,1867,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,vehicle,58,none,own,1,skilled_office,1,yes,yes,0
LT_0DM,12,delay_in_past,car_new,1344,lt_100DM,1to4YR,4,MALE_SINGLE,none,2,real_estate,43,none,own,2,unskilled_res,2,none,yes,0
LT_0DM,24,existing_paid,furn_equip,1747,lt_100DM,LT_1YR,4,MALE_SINGLE,co-applicant,1,savings,24,none,own,1,unskilled_res,1,none,no,0
0to200DM,9,existing_paid,radio_tv,1670,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,2,vehicle,22,none,own,1,skilled_office,1,yes,yes,1
NO_CHECK_A,9,critical_acc,car_new,1224,lt_100DM,1to4YR,3,MALE_SINGLE,none,1,real_estate,30,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,12,critical_acc,radio_tv,522,500_1000DM,GT_7YR,4,MALE_SINGLE,none,4,savings,42,none,own,2,skilled_office,2,yes,yes,0
LT_0DM,12,existing_paid,radio_tv,1498,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,1,vehicle,23,bank,own,1,skilled_office,1,none,yes,0
0to200DM,30,delay_in_past,radio_tv,1919,100_500DM,LT_1YR,4,MALE_SINGLE,none,3,no_property,30,stores,own,2,mgmt_selfemp,1,none,yes,1
GT_200DM,9,existing_paid,radio_tv,745,lt_100DM,1to4YR,3,FEMALE_DIVORCED,none,2,real_estate,28,none,own,1,unskilled_res,1,none,yes,1
0to200DM,6,existing_paid,radio_tv,2063,lt_100DM,LT_1YR,4,MALE_MARRIED,none,3,vehicle,30,none,rent,1,mgmt_selfemp,1,yes,yes,0
0to200DM,60,existing_paid,education,6288,lt_100DM,1to4YR,4,MALE_SINGLE,none,4,no_property,42,none,for_free,1,skilled_office,1,none,yes,1
NO_CHECK_A,24,critical_acc,car_used,6842,NO_SAVINGS_ACC,1to4YR,2,MALE_SINGLE,none,4,savings,46,none,own,2,mgmt_selfemp,2,yes,yes,0
NO_CHECK_A,12,existing_paid,car_new,3527,NO_SAVINGS_ACC,LT_1YR,2,MALE_SINGLE,none,3,savings,45,none,own,1,mgmt_selfemp,2,yes,yes,0
NO_CHECK_A,10,existing_paid,car_new,1546,lt_100DM,1to4YR,3,MALE_SINGLE,none,2,real_estate,31,none,own,1,unskilled_res,2,none,no,0
NO_CHECK_A,24,existing_paid,furn_equip,929,NO_SAVINGS_ACC,4to7YR,4,MALE_SINGLE,none,2,vehicle,31,stores,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,4,critical_acc,car_new,1455,lt_100DM,4to7YR,2,MALE_SINGLE,none,1,real_estate,42,none,own,3,unskilled_res,2,none,yes,0
LT_0DM,15,existing_paid,furn_equip,1845,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,guarantor,1,savings,46,none,rent,1,skilled_office,1,none,yes,0
0to200DM,48,no_credit,car_new,8358,500_1000DM,LT_1YR,1,FEMALE_DIVORCED,none,1,vehicle,30,none,own,2,skilled_office,1,none,yes,0
LT_0DM,24,credit_thisbank_paid,furn_equip,3349,500_1000DM,LT_1YR,4,MALE_SINGLE,none,4,no_property,30,none,for_free,1,skilled_office,2,yes,yes,1
NO_CHECK_A,12,existing_paid,car_new,2859,NO_SAVINGS_ACC,unemployed,4,MALE_SINGLE,none,4,no_property,38,none,own,1,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,18,existing_paid,furn_equip,1533,lt_100DM,LT_1YR,4,MALE_MARRIED,co-applicant,1,savings,43,none,own,1,unskilled_res,2,none,yes,1
NO_CHECK_A,24,existing_paid,radio_tv,3621,100_500DM,GT_7YR,2,MALE_SINGLE,none,4,vehicle,31,none,own,2,skilled_office,1,none,yes,1
0to200DM,18,critical_acc,business,3590,lt_100DM,unemployed,3,MALE_MARRIED,none,3,vehicle,40,none,own,3,unskilled_non_res,2,yes,yes,0
LT_0DM,36,delay_in_past,business,2145,lt_100DM,4to7YR,2,MALE_SINGLE,none,1,vehicle,24,none,own,2,skilled_office,1,yes,yes,1
0to200DM,24,existing_paid,car_used,4113,500_1000DM,LT_1YR,3,FEMALE_DIVORCED,none,4,vehicle,28,none,rent,1,skilled_office,1,none,yes,1
NO_CHECK_A,36,existing_paid,furn_equip,10974,lt_100DM,unemployed,4,FEMALE_DIVORCED,none,2,vehicle,26,none,own,2,mgmt_selfemp,1,yes,yes,1
LT_0DM,12,existing_paid,car_new,1893,lt_100DM,1to4YR,4,FEMALE_DIVORCED,guarantor,4,savings,29,none,own,1,skilled_office,1,yes,yes,0
LT_0DM,24,critical_acc,radio_tv,1231,GT_1000DM,GT_7YR,4,FEMALE_DIVORCED,none,4,savings,57,none,rent,2,mgmt_selfemp,1,yes,yes,0
GT_200DM,30,critical_acc,radio_tv,3656,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,savings,49,stores,own,2,unskilled_res,1,none,yes,0
0to200DM,9,critical_acc,radio_tv,1154,lt_100DM,GT_7YR,2,MALE_SINGLE,none,4,real_estate,37,none,own,3,unskilled_res,1,none,yes,0
LT_0DM,28,existing_paid,car_new,4006,lt_100DM,1to4YR,3,MALE_SINGLE,none,2,vehicle,45,none,own,1,unskilled_res,1,none,yes,1
0to200DM,24,existing_paid,furn_equip,3069,100_500DM,GT_7YR,4,MALE_SINGLE,none,4,no_property,30,none,for_free,1,skilled_office,1,none,yes,0
NO_CHECK_A,6,critical_acc,radio_tv,1740,lt_100DM,GT_7YR,2,MALE_MARRIED,none,2,real_estate,30,none,rent,2,skilled_office,1,none,yes,0
0to200DM,21,delay_in_past,car_new,2353,lt_100DM,1to4YR,1,MALE_DIVORCED,none,4,savings,47,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,15,existing_paid,car_new,3556,NO_SAVINGS_ACC,1to4YR,3,MALE_SINGLE,none,2,no_property,29,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,24,existing_paid,radio_tv,2397,500_1000DM,GT_7YR,3,MALE_SINGLE,none,2,vehicle,35,bank,own,2,skilled_office,1,yes,yes,1
0to200DM,6,existing_paid,repairs,454,lt_100DM,LT_1YR,3,MALE_MARRIED,none,1,savings,22,none,own,1,unskilled_res,1,none,yes,0
0to200DM,30,existing_paid,radio_tv,1715,NO_SAVINGS_ACC,1to4YR,4,FEMALE_DIVORCED,none,1,vehicle,26,none,own,1,skilled_office,1,none,yes,0
0to200DM,27,critical_acc,radio_tv,2520,500_1000DM,1to4YR,4,MALE_SINGLE,none,2,savings,23,none,own,2,unskilled_res,1,none,yes,1
NO_CHECK_A,15,existing_paid,radio_tv,3568,lt_100DM,GT_7YR,4,FEMALE_DIVORCED,none,2,vehicle,54,bank,rent,1,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,42,existing_paid,radio_tv,7166,NO_SAVINGS_ACC,4to7YR,2,MALE_MARRIED,none,4,savings,29,none,rent,1,skilled_office,1,yes,yes,0
LT_0DM,11,critical_acc,car_new,3939,lt_100DM,1to4YR,1,MALE_SINGLE,none,2,real_estate,40,none,own,2,unskilled_res,2,none,yes,0
0to200DM,15,existing_paid,repairs,1514,100_500DM,1to4YR,4,MALE_SINGLE,guarantor,2,real_estate,22,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,24,existing_paid,car_new,7393,lt_100DM,1to4YR,1,MALE_SINGLE,none,4,savings,43,none,own,1,unskilled_res,2,none,yes,0
LT_0DM,24,credit_thisbank_paid,car_new,1193,lt_100DM,unemployed,1,FEMALE_DIVORCED,co-applicant,4,no_property,29,none,rent,2,unskilled_non_res,1,none,yes,1
LT_0DM,60,existing_paid,business,7297,lt_100DM,GT_7YR,4,MALE_SINGLE,co-applicant,4,no_property,36,none,rent,1,skilled_office,1,none,yes,1
NO_CHECK_A,30,critical_acc,radio_tv,2831,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,2,vehicle,33,none,own,1,skilled_office,1,yes,yes,0
